,sex,income,region,age,question,answer
6315,Male,"$75,000 to $99,999",South Atlantic,45 - 59,7,Extremely familiar
6316,Male,"$10,000 to $24,999",South Atlantic,30 - 44,7,Somewhat familiar
6317,Male,"$50,000 to $74,999",West South Central,30 - 44,7,Not so familiar
6318,Female,"$0 to $9,999",South Atlantic,18 - 29,7,Not at all familiar
6319,Male,"$75,000 to $99,999",East North Central,60,7,Not at all familiar
6320,Male,"$125,000 to $149,999",West South Central,60,7,Somewhat familiar
6321,Female,"$75,000 to $99,999",Pacific,18 - 29,7,Somewhat familiar
6322,Male,"$50,000 to $74,999",Pacific,60,7,Not so familiar
6323,Male,"$50,000 to $74,999",West North Central,45 - 59,7,Not at all familiar
6324,Male,"$50,000 to $74,999",New England,30 - 44,7,Somewhat familiar
6325,Female,Prefer not to answer,East South Central,60,7,Not so familiar
6326,Male,"$100,000 to $124,999",New England,45 - 59,7,Somewhat familiar
6327,Female,Prefer not to answer,New England,18 - 29,7,Not so familiar
6328,Male,"$25,000 to $49,999",East North Central,60,7,Very familiar
6329,Female,Prefer not to answer,East North Central,18 - 29,7,Not so familiar
6330,Female,"$75,000 to $99,999",Middle Atlantic,60,7,Not so familiar
6331,Male,"$0 to $9,999",West North Central,18 - 29,7,Extremely familiar
6332,Male,"$50,000 to $74,999",Mountain,60,7,Extremely familiar
6333,Female,"$0 to $9,999",East North Central,18 - 29,7,Not at all familiar
6334,Male,"$50,000 to $74,999",Middle Atlantic,60,7,Not at all familiar
6335,Female,Prefer not to answer,West North Central,60,7,Not at all familiar
6336,Male,"$75,000 to $99,999",East North Central,60,7,Somewhat familiar
6337,Male,"$100,000 to $124,999",Middle Atlantic,45 - 59,7,Somewhat familiar
6338,Female,"$25,000 to $49,999",West North Central,45 - 59,7,Somewhat familiar
6339,Female,"$75,000 to $99,999",West North Central,45 - 59,7,Not at all familiar
6340,Female,"$0 to $9,999",East North Central,18 - 29,7,Not so familiar
6341,Male,Prefer not to answer,Mountain,30 - 44,7,Very familiar
6342,Female,"$50,000 to $74,999",Pacific,18 - 29,7,Somewhat familiar
6343,Female,"$50,000 to $74,999",East North Central,45 - 59,7,Not at all familiar
6344,Male,"$50,000 to $74,999",South Atlantic,18 - 29,7,Somewhat familiar
6345,Female,"$50,000 to $74,999",New England,45 - 59,7,Not at all familiar
6346,Female,"$175,000 to $199,999",West South Central,45 - 59,7,Not so familiar
6347,Male,"$0 to $9,999",West South Central,18 - 29,7,Not at all familiar
6348,Male,"$50,000 to $74,999",Mountain,45 - 59,7,Not at all familiar
6349,Male,"$10,000 to $24,999",Mountain,60,7,Somewhat familiar
6350,Female,Prefer not to answer,East North Central,45 - 59,7,Very familiar
6351,Female,"$25,000 to $49,999",Pacific,45 - 59,7,Not so familiar
6352,Female,"$25,000 to $49,999",Mountain,60,7,Very familiar
6353,Male,Prefer not to answer,Pacific,30 - 44,7,Somewhat familiar
6354,Female,"$125,000 to $149,999",West South Central,45 - 59,7,Not so familiar
6355,Male,"$10,000 to $24,999",West North Central,45 - 59,7,Extremely familiar
6356,Male,"$125,000 to $149,999",East North Central,45 - 59,7,Very familiar
6357,Female,"$25,000 to $49,999",West North Central,18 - 29,7,Somewhat familiar
6358,Female,"$0 to $9,999",West North Central,18 - 29,7,Somewhat familiar
6359,Female,Prefer not to answer,Pacific,45 - 59,7,Not at all familiar
6360,Female,"$50,000 to $74,999",East North Central,60,7,Extremely familiar
6361,Female,"$125,000 to $149,999",Middle Atlantic,45 - 59,7,Not at all familiar
6362,Female,"$175,000 to $199,999",New England,45 - 59,7,Not at all familiar
6363,Female,"$25,000 to $49,999",East South Central,18 - 29,7,Not at all familiar
6364,Male,"$50,000 to $74,999",West North Central,60,7,Not so familiar
6365,Female,"$0 to $9,999",West South Central,45 - 59,7,Not so familiar
6366,Female,"$25,000 to $49,999",Pacific,45 - 59,7,Not so familiar
6367,Female,"$25,000 to $49,999",Mountain,45 - 59,7,Very familiar
6368,Female,"$175,000 to $199,999",West South Central,45 - 59,7,Not at all familiar
6369,Male,"$75,000 to $99,999",New England,45 - 59,7,Very familiar
6370,Female,Prefer not to answer,South Atlantic,30 - 44,7,Not so familiar
6371,Male,"$75,000 to $99,999",,45 - 59,7,Somewhat familiar
6372,Female,Prefer not to answer,East North Central,60,7,Not at all familiar
6373,Male,"$50,000 to $74,999",Middle Atlantic,30 - 44,7,Not at all familiar
6374,Female,"$10,000 to $24,999",South Atlantic,18 - 29,7,Somewhat familiar
6375,Male,"$125,000 to $149,999",Pacific,45 - 59,7,Not so familiar
6376,Female,"$200,000 and up",West North Central,30 - 44,7,Very familiar
6377,Female,"$25,000 to $49,999",West North Central,30 - 44,7,Not so familiar
6378,Female,"$50,000 to $74,999",West North Central,45 - 59,7,Very familiar
6379,Female,"$125,000 to $149,999",East North Central,30 - 44,7,Extremely familiar
6380,Female,"$75,000 to $99,999",East North Central,30 - 44,7,Not so familiar
6381,Female,"$10,000 to $24,999",East North Central,18 - 29,7,Not at all familiar
6382,Male,"$50,000 to $74,999",West South Central,30 - 44,7,Somewhat familiar
6383,Female,Prefer not to answer,East North Central,60,7,Not at all familiar
6384,Female,Prefer not to answer,Pacific,30 - 44,7,Extremely familiar
6385,Male,"$150,000 to $174,999",West South Central,60,7,Extremely familiar
6386,Female,"$100,000 to $124,999",East North Central,45 - 59,7,Somewhat familiar
6387,Female,"$75,000 to $99,999",West South Central,18 - 29,7,Very familiar
6388,Male,"$50,000 to $74,999",West South Central,30 - 44,7,Somewhat familiar
6389,Female,"$75,000 to $99,999",Pacific,45 - 59,7,Not so familiar
6390,Male,Prefer not to answer,West South Central,60,7,Not at all familiar
6391,Female,"$100,000 to $124,999",West North Central,30 - 44,7,Somewhat familiar
6392,Female,"$25,000 to $49,999",East South Central,30 - 44,7,Somewhat familiar
6393,Male,"$25,000 to $49,999",New England,30 - 44,7,Somewhat familiar
6394,Female,"$10,000 to $24,999",,30 - 44,7,Not at all familiar
6395,Male,"$50,000 to $74,999",West North Central,60,7,Not so familiar
6396,Female,"$0 to $9,999",Middle Atlantic,18 - 29,7,Somewhat familiar
6397,Female,"$25,000 to $49,999",Mountain,18 - 29,7,Very familiar
6398,Male,"$10,000 to $24,999",Pacific,30 - 44,7,Very familiar
6399,Female,"$25,000 to $49,999",West South Central,30 - 44,7,Somewhat familiar
6400,Female,Prefer not to answer,West South Central,45 - 59,7,Somewhat familiar
6401,Male,Prefer not to answer,South Atlantic,30 - 44,7,Not at all familiar
6402,Female,"$100,000 to $124,999",East North Central,30 - 44,7,Extremely familiar
6403,Male,Prefer not to answer,Middle Atlantic,30 - 44,7,Not so familiar
6404,Female,"$175,000 to $199,999",Pacific,30 - 44,7,Somewhat familiar
6405,Female,"$25,000 to $49,999",East North Central,18 - 29,7,Not at all familiar
6406,Female,Prefer not to answer,Middle Atlantic,60,7,Not at all familiar
6407,Male,Prefer not to answer,Middle Atlantic,45 - 59,7,Very familiar
6408,Female,Prefer not to answer,East South Central,60,7,Not so familiar
6409,Female,"$25,000 to $49,999",Middle Atlantic,60,7,Somewhat familiar
6410,Female,"$10,000 to $24,999",Pacific,60,7,Extremely familiar
6411,Female,"$75,000 to $99,999",New England,18 - 29,7,Not at all familiar
6412,Male,"$100,000 to $124,999",East North Central,60,7,Somewhat familiar
6413,Female,"$0 to $9,999",Pacific,18 - 29,7,Not at all familiar
6414,Female,"$150,000 to $174,999",Pacific,18 - 29,7,Somewhat familiar
6415,Male,"$100,000 to $124,999",South Atlantic,30 - 44,7,Not at all familiar
6416,Female,"$125,000 to $149,999",South Atlantic,30 - 44,7,Not at all familiar
6417,Female,"$100,000 to $124,999",Middle Atlantic,30 - 44,7,Not at all familiar
6418,Female,"$50,000 to $74,999",East North Central,45 - 59,7,Not at all familiar
6419,Male,Prefer not to answer,Pacific,60,7,Not at all familiar
6420,Female,"$100,000 to $124,999",New England,30 - 44,7,Very familiar
6421,Female,"$100,000 to $124,999",East North Central,45 - 59,7,Not so familiar
6422,Female,"$200,000 and up",Middle Atlantic,45 - 59,7,Not at all familiar
6423,Female,"$10,000 to $24,999",South Atlantic,18 - 29,7,Not so familiar
6424,Male,Prefer not to answer,West South Central,45 - 59,7,Somewhat familiar
6425,Female,"$50,000 to $74,999",South Atlantic,60,7,Not so familiar
6426,Male,"$150,000 to $174,999",Middle Atlantic,45 - 59,7,Not so familiar
6427,Female,Prefer not to answer,Middle Atlantic,45 - 59,7,Not at all familiar
6428,Female,Prefer not to answer,East South Central,45 - 59,7,Not so familiar
6429,Female,"$75,000 to $99,999",East North Central,45 - 59,7,Extremely familiar
6430,Male,"$0 to $9,999",Middle Atlantic,45 - 59,7,Very familiar
6431,Female,Prefer not to answer,East North Central,18 - 29,7,Not so familiar
6432,Female,Prefer not to answer,Middle Atlantic,60,7,Not at all familiar
6433,Male,"$75,000 to $99,999",New England,60,7,Not so familiar
6434,Male,Prefer not to answer,New England,18 - 29,7,Somewhat familiar
6435,Male,"$0 to $9,999",South Atlantic,18 - 29,7,Not at all familiar
6436,,,,,7,
6437,Female,"$0 to $9,999",East South Central,30 - 44,7,Somewhat familiar
6438,Male,Prefer not to answer,,45 - 59,7,Not at all familiar
6439,Female,Prefer not to answer,New England,45 - 59,7,Not so familiar
6440,Male,"$75,000 to $99,999",Middle Atlantic,60,7,Somewhat familiar
6441,Female,"$50,000 to $74,999",Middle Atlantic,60,7,Extremely familiar
6442,Male,"$100,000 to $124,999",South Atlantic,18 - 29,7,Somewhat familiar
6443,Female,"$75,000 to $99,999",West South Central,30 - 44,7,Somewhat familiar
6444,Male,"$150,000 to $174,999",East North Central,60,7,Somewhat familiar
6445,Male,"$200,000 and up",Pacific,45 - 59,7,Very familiar
6446,Female,Prefer not to answer,East North Central,18 - 29,7,Not at all familiar
6447,Female,"$75,000 to $99,999",West North Central,30 - 44,7,Not at all familiar
6448,Female,Prefer not to answer,Middle Atlantic,45 - 59,7,Not at all familiar
6449,Male,"$0 to $9,999",South Atlantic,60,7,Somewhat familiar
6450,Female,"$25,000 to $49,999",East North Central,60,7,Not so familiar
6451,Female,"$25,000 to $49,999",Mountain,60,7,Very familiar
6452,Female,"$75,000 to $99,999",New England,60,7,Not at all familiar
6453,Female,"$75,000 to $99,999",Middle Atlantic,30 - 44,7,Extremely familiar
6454,Male,"$75,000 to $99,999",West North Central,60,7,Not so familiar
6455,Female,"$100,000 to $124,999",East North Central,30 - 44,7,Somewhat familiar
6456,Male,"$50,000 to $74,999",West South Central,45 - 59,7,Very familiar
6457,Female,"$25,000 to $49,999",Mountain,60,7,Very familiar
6458,Male,Prefer not to answer,Pacific,60,7,Extremely familiar
6459,Female,Prefer not to answer,East North Central,45 - 59,7,Not so familiar
6460,Male,Prefer not to answer,Pacific,60,7,Very familiar
6461,Male,"$25,000 to $49,999",New England,30 - 44,7,Somewhat familiar
6462,Female,Prefer not to answer,Pacific,18 - 29,7,Not so familiar
6463,Female,"$50,000 to $74,999",West North Central,30 - 44,7,Not at all familiar
6464,Female,"$50,000 to $74,999",Pacific,45 - 59,7,Somewhat familiar
6465,Female,Prefer not to answer,Pacific,45 - 59,7,Not so familiar
6466,Female,"$10,000 to $24,999",South Atlantic,18 - 29,7,Not at all familiar
6467,Female,"$125,000 to $149,999",Pacific,30 - 44,7,Very familiar
6468,Female,"$10,000 to $24,999",West South Central,60,7,Somewhat familiar
6469,Male,"$75,000 to $99,999",South Atlantic,60,7,Not at all familiar
6470,Male,"$10,000 to $24,999",South Atlantic,30 - 44,7,Very familiar
6471,Female,Prefer not to answer,East North Central,18 - 29,7,Somewhat familiar
6472,Female,"$25,000 to $49,999",South Atlantic,30 - 44,7,Somewhat familiar
6473,,,,,7,
6474,Male,"$100,000 to $124,999",East North Central,45 - 59,7,Somewhat familiar
6475,Female,"$25,000 to $49,999",West North Central,60,7,Not at all familiar
6476,Female,Prefer not to answer,South Atlantic,45 - 59,7,Not at all familiar
6477,Female,"$75,000 to $99,999",West North Central,30 - 44,7,Somewhat familiar
6478,Male,"$25,000 to $49,999",Middle Atlantic,18 - 29,7,Very familiar
6479,Female,"$25,000 to $49,999",Pacific,18 - 29,7,Somewhat familiar
6480,Male,"$75,000 to $99,999",Pacific,60,7,Very familiar
6481,Male,Prefer not to answer,West North Central,18 - 29,7,Somewhat familiar
6482,Male,"$150,000 to $174,999",South Atlantic,60,7,Somewhat familiar
6483,Female,"$0 to $9,999",West South Central,18 - 29,7,Somewhat familiar
6484,Female,"$50,000 to $74,999",South Atlantic,18 - 29,7,Somewhat familiar
6485,Female,"$10,000 to $24,999",West South Central,30 - 44,7,Extremely familiar
6486,Female,"$50,000 to $74,999",Pacific,60,7,Extremely familiar
6487,Female,"$200,000 and up",East North Central,45 - 59,7,Not at all familiar
6488,Female,"$150,000 to $174,999",Pacific,30 - 44,7,Somewhat familiar
6489,Female,"$50,000 to $74,999",Pacific,60,7,Very familiar
6490,Female,"$50,000 to $74,999",Mountain,45 - 59,7,Very familiar
6491,Male,"$75,000 to $99,999",East North Central,60,7,Somewhat familiar
6492,Female,"$25,000 to $49,999",Middle Atlantic,18 - 29,7,Somewhat familiar
6493,Female,"$75,000 to $99,999",New England,30 - 44,7,Not so familiar
6494,Male,"$0 to $9,999",South Atlantic,60,7,Not so familiar
6495,Female,"$50,000 to $74,999",East South Central,18 - 29,7,Somewhat familiar
6496,Male,Prefer not to answer,East South Central,30 - 44,7,Somewhat familiar
6497,Male,"$75,000 to $99,999",West South Central,45 - 59,7,Not so familiar
6498,Female,"$0 to $9,999",New England,45 - 59,7,Not at all familiar
6499,Male,"$50,000 to $74,999",South Atlantic,30 - 44,7,Somewhat familiar
6500,Female,Prefer not to answer,South Atlantic,30 - 44,7,Not at all familiar
6501,Female,"$0 to $9,999",Middle Atlantic,18 - 29,7,Not at all familiar
6502,Female,Prefer not to answer,Mountain,30 - 44,7,Not at all familiar
6503,Male,"$125,000 to $149,999",West South Central,60,7,Not so familiar
6504,Male,"$75,000 to $99,999",Pacific,18 - 29,7,Very familiar
6505,Male,"$50,000 to $74,999",East North Central,30 - 44,7,Somewhat familiar
6506,Female,"$25,000 to $49,999",Middle Atlantic,60,7,Somewhat familiar
6507,Female,"$25,000 to $49,999",Mountain,45 - 59,7,Very familiar
6508,Male,"$10,000 to $24,999",West South Central,30 - 44,7,Very familiar
6509,Female,"$50,000 to $74,999",Pacific,45 - 59,7,Not so familiar
6510,Male,"$75,000 to $99,999",West South Central,30 - 44,7,Somewhat familiar
6511,Female,"$50,000 to $74,999",Middle Atlantic,30 - 44,7,Not at all familiar
6512,Female,"$200,000 and up",West North Central,60,7,Extremely familiar
6513,Female,"$10,000 to $24,999",West South Central,45 - 59,7,Not at all familiar
6514,Male,"$175,000 to $199,999",New England,60,7,Not at all familiar
6515,Male,"$25,000 to $49,999",East North Central,18 - 29,7,Somewhat familiar
6516,Female,"$125,000 to $149,999",Mountain,60,7,Not so familiar
6517,Female,"$75,000 to $99,999",Middle Atlantic,60,7,Not at all familiar
6518,Female,"$100,000 to $124,999",South Atlantic,30 - 44,7,Somewhat familiar
6519,Female,"$150,000 to $174,999",New England,45 - 59,7,Somewhat familiar
6520,Male,"$50,000 to $74,999",East North Central,30 - 44,7,Not so familiar
6521,Female,"$25,000 to $49,999",Pacific,60,7,Somewhat familiar
6522,Male,"$50,000 to $74,999",New England,45 - 59,7,Somewhat familiar
6523,Female,Prefer not to answer,Pacific,30 - 44,7,Not at all familiar
6524,Female,"$10,000 to $24,999",South Atlantic,60,7,Not so familiar
6525,Female,"$175,000 to $199,999",West South Central,45 - 59,7,Not so familiar
6526,Male,"$25,000 to $49,999",Mountain,45 - 59,7,Very familiar
6527,Female,Prefer not to answer,East North Central,30 - 44,7,Not at all familiar
6528,Female,"$100,000 to $124,999",South Atlantic,30 - 44,7,Not so familiar
6529,Female,"$25,000 to $49,999",Pacific,45 - 59,7,Extremely familiar
6530,Female,"$25,000 to $49,999",,30 - 44,7,Not so familiar
6531,Female,"$200,000 and up",New England,18 - 29,7,Somewhat familiar
6532,Female,Prefer not to answer,Pacific,30 - 44,7,Very familiar
6533,Male,Prefer not to answer,South Atlantic,30 - 44,7,Not at all familiar
6534,Male,"$200,000 and up",West South Central,60,7,Extremely familiar
6535,Female,Prefer not to answer,Pacific,45 - 59,7,Somewhat familiar
6536,Female,"$100,000 to $124,999",East North Central,45 - 59,7,Not so familiar
6537,Male,"$100,000 to $124,999",East North Central,45 - 59,7,Not so familiar
6538,Female,Prefer not to answer,New England,60,7,Not at all familiar
6539,Female,"$0 to $9,999",South Atlantic,30 - 44,7,Very familiar
6540,Female,"$175,000 to $199,999",New England,60,7,Very familiar
6541,Female,"$10,000 to $24,999",Pacific,45 - 59,7,Not so familiar
6542,Female,"$75,000 to $99,999",West North Central,45 - 59,7,Not at all familiar
6543,Female,Prefer not to answer,Middle Atlantic,18 - 29,7,Not at all familiar
6544,Male,"$50,000 to $74,999",New England,60,7,Not so familiar
6545,Female,"$0 to $9,999",East South Central,60,7,Not at all familiar
6546,Female,"$25,000 to $49,999",South Atlantic,18 - 29,7,Somewhat familiar
6547,Female,"$50,000 to $74,999",South Atlantic,45 - 59,7,Somewhat familiar
6548,Female,"$10,000 to $24,999",New England,60,7,Somewhat familiar
6549,Female,"$50,000 to $74,999",Middle Atlantic,60,7,Not so familiar
6550,Female,"$50,000 to $74,999",Mountain,45 - 59,7,Not at all familiar
6551,Male,"$150,000 to $174,999",East North Central,45 - 59,7,Somewhat familiar
6552,Female,"$10,000 to $24,999",Middle Atlantic,60,7,Not at all familiar
6553,Female,"$125,000 to $149,999",East North Central,30 - 44,7,Not so familiar
6554,Female,"$50,000 to $74,999",South Atlantic,30 - 44,7,Not at all familiar
6555,Male,"$10,000 to $24,999",West South Central,60,7,Not so familiar
6556,Male,"$200,000 and up",Pacific,30 - 44,7,Very familiar
6557,Female,"$25,000 to $49,999",East North Central,30 - 44,7,Not at all familiar
6558,Female,Prefer not to answer,Middle Atlantic,18 - 29,7,Not at all familiar
6559,Male,"$150,000 to $174,999",West South Central,45 - 59,7,Extremely familiar
6560,Female,"$0 to $9,999",,45 - 59,7,Not so familiar
6561,Female,Prefer not to answer,East North Central,30 - 44,7,Not so familiar
6562,Male,"$50,000 to $74,999",Pacific,45 - 59,7,Somewhat familiar
6563,Female,"$100,000 to $124,999",South Atlantic,18 - 29,7,Very familiar
6564,Female,"$75,000 to $99,999",East North Central,60,7,Not at all familiar
6565,Female,Prefer not to answer,Mountain,30 - 44,7,Somewhat familiar
6566,Female,"$100,000 to $124,999",East North Central,45 - 59,7,Not so familiar
6567,Female,"$50,000 to $74,999",West North Central,18 - 29,7,Not so familiar
6568,Male,"$100,000 to $124,999",Middle Atlantic,60,7,Not at all familiar
6569,Female,"$125,000 to $149,999",South Atlantic,45 - 59,7,Not so familiar
6570,Female,"$100,000 to $124,999",Middle Atlantic,30 - 44,7,Not so familiar
6571,Female,Prefer not to answer,Mountain,60,7,Somewhat familiar
6572,Female,"$50,000 to $74,999",West South Central,30 - 44,7,Not at all familiar
